Protein	Description	PSM_G1	Uniq_Pept_G1	S1	S2	S3	S4	S5	S6	S7	S8	P2	PSM_G2	Uniq_Pept_G2	S9	S10	S11	S12	S13	S14	S15	S16	P4	PSM_G3	Uniq_Pept_G3	S17	S18	S19	S20	S21	S22	S23	S24	P6	Total_PSM	Gene Length	Amino_Acid_Length	SAF_G1	SAF_G2	SAF_G3	NSAF_G1	NSAF_G2	NSAF_G3	Avg_TT4	Avg_TS4	Avg_AT4	Avg_AS1	Avg_SASA1	Avg_ASA1	Avg_SAS1	Avg_POOLED
PA2528	gi|15597724| MuxA	15.0	10.0	0.03483892118738359	0.04198108684713978	0.03947779546833041	0.03506137362966096	0.036980647831055445	0.038993719251089305	0.03352748090607866	0.03525897298981584	0.03322508636703486	1.0	1.0	0.002035156179767795	0.0016744257175480544	0.0019633442735791005	0.0016215575967824937	0.0014277101759728958	0.0017794514043317782	0.0015183411589936603	0.0016682715216926787	0.0020902134867463638	6.0	4.0	0.013112742255596617	0.012661179903072882	0.014659656064003622	0.015378568969377273	0.014608832591769084	0.01700131935423619	0.015072632216369434	0.016428657413854703	0.01505153816941903	22.0	1281	427.0	0.0351288056206089	0.00234192037470726	0.01405152224824356	4.527050166604887e-05	4.977837322526015e-06	1.8053206584129704e-05	0.03876593450095126	0.037011913570601906	0.023607203358554096	0.001753109195969883	0.0015751675797661116	0.00914739789345406	0.014882352541716659	0.01616753632815344
PA2527	gi|15597723| MuxB	1.0	1.0	0.001367753372226104	0.0015159676281748897	0.001254222447946601	0.0013213717676779143	0.0015644345248574895	0.0014986702700287644	0.0012683660847139758	0.0010890591223680424	0.001337118827692925	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	3132	1044.0	0.0009578544061302681	0.0	0.0	1.234387242107463e-06	0.0	0.0	0.0013793144827825316	0.0014614921875213893	0.0007858084023606727	0.0	0.0	0.0	0.0	0.0
PA2525	gi|15597721| OpmB	10.0	5.0	0.018406536009888435	0.02409489563193004	0.021392402509132658	0.02054386169794107	0.021097215797500696	0.02232211779001291	0.018582455229719155	0.017234426193130512	0.018745330051735898	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	4.0	0.010471467812357508	0.008489279142320727	0.010046178640788639	0.010675528272889189	0.01037591049312281	0.012620543905629009	0.01448271374366698	0.013489256783872168	0.012521193733868403	16.0	1497	499.0	0.02004008016032064	0.0	0.012024048096192385	2.5825656929061948e-05	0.0	1.5448335093032832e-05	0.02129794471698371	0.021321065095151564	0.011938960474283222	0.0	0.0	0.006320248984892744	0.010365872468933545	0.013530838144389386
PA2504	gi|15597700| hypothetical protein	5.0	3.0	0.015465419149456313	0.02274780233782807	0.016086954507262455	0.016468330458468648	0.018619723835078174	0.020904489805486825	0.021449919456395388	0.025546495040386575	0.022760712349630723	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	1.0	0.0234484025323681	0.020129239178080644	0.02497535738002458	0.02878922388891782	0.04232500215165343	0.048835130373126416	0.03634031148088708	0.03632053217709685	0.031102826089441694	11.0	618	206.0	0.024271844660194174	0.0	0.02912621359223301	3.127913302815998e-05	0.0	3.742096704574458e-05	0.018100058664848945	0.01866418136634455	0.01566547149892732	0.0	0.0	0.01452588057014958	0.032029861140198616	0.040498658010370114
PA2503	gi|15597699| hypothetical protein	10.0	4.0	0.02484828916698085	0.027512791823031436	0.026365386824097586	0.027822572263853883	0.02858186192740954	0.030303800750536063	0.02039268131064495	0.019986132243681138	0.021940573488669044	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	2.0	0.0030808163906512966	0.0020290448204643118	0.002851770865751823	0.0026131487094448597	0.003354699636573146	0.006371773130248185	0.005312494566738676	0.004576111902770481	0.004067954423014657	12.0	1254	418.0	0.023923444976076555	0.0	0.004784688995215311	3.0830150257420846e-05	0.0	6.147303996350385e-06	0.026242155938036624	0.02890274498059983	0.013459604518108695	0.0	0.0	0.0017032870703718693	0.0029398730705899427	0.005420126533252447
PA2496	gi|15597692| hypothetical protein	1.0	1.0	0.006802282250005129	0.0074312443683118125	0.006500972491791299	0.006163274176174831	0.007347963822231536	0.00783823870795274	0.004209253911745686	0.005482734251989425	0.004600377115522787	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	516	172.0	0.005813953488372093	0.0	0.0	7.49244349279181e-06	0.0	0.0	0.006911499703369414	0.007116492235453037	0.003230662721245037	0.0	0.0	0.0	0.0	0.0
PA2495	gi|15597691| Multidrug efflux outer membrane protein OprN precursor	99.0	18.0	0.21535451708490477	0.24193627278202515	0.2511961095720865	0.1993937708799363	0.18575332693136573	0.19279766540717652	0.2492341300021923	0.24284169091100655	0.19771753639809353	28.0	5.0	0.043653546607670804	0.05106633678036826	0.0445492680997712	0.046676945269029296	0.032699682586559996	0.03091209160791851	0.01870571052163388	0.02421261496169507	0.040966240731351626	50.0	13.0	0.06007086381496866	0.05572659869771707	0.07082800940011516	0.06825130954241337	0.08986085763698111	0.09113986107475805	0.14076287688667596	0.14481529010760713	0.10408787266944904	177.0	1419	473.0	0.20930232558139536	0.05919661733615222	0.10570824524312897	0.0002697279657405052	0.0001258245729981417	0.00013581253015192713	0.2361622998130055	0.1926482544061595	0.1785764558402899	0.04743085004972292	0.02743916157203746	0.0466700258247936	0.07631339219316989	0.12557267602301372
PA2494	gi|15597690| Resistance-Nodulation-Cell Division (RND) multidrug efflux transporter MexF	282.0	28.0	0.24862493218904494	0.30782066227821286	0.2969366893106243	0.2613307640056331	0.26277220736138146	0.23686874402181435	0.29405748370653234	0.28740278753943627	0.26875362788259993	23.0	4.0	0.022080980416139977	0.02952118349687551	0.027528094857070785	0.023517011131963705	0.020287160959813047	0.017877846665734356	0.015387958392486288	0.015989896469419448	0.02370776159665705	208.0	24.0	0.14031686546109998	0.10508733692829526	0.18182266790641863	0.17611941875053888	0.22214026258273425	0.16586708294642538	0.2681572516985495	0.24374110655678852	0.18862104781061248	513.0	3189	1063.0	0.26528692380056446	0.021636876763875823	0.19567262464722485	0.0003418753331837949	4.5989972102095946e-05	0.00025139755346128314	0.28446076125929404	0.25365723846294297	0.20118041722070287	0.02685542982863667	0.017850988672677898	0.08713136628627156	0.19336078307989724	0.22592181373392115
PA2493	gi|15597689| Resistance-Nodulation-Cell Division (RND) multidrug efflux membrane fusion protein MexE precursor	267.0	29.0	0.6249891559339074	0.9751795982834237	0.9028378021282126	0.7176159105946351	0.7335114264873156	0.6225608156934158	0.5542063049733533	0.5942484141606648	0.6547017450437982	101.0	14.0	0.3653285206733724	0.43857444055091105	0.3716666878397453	0.3269411440730076	0.22790558131234911	0.23158583843025127	0.23301728352467388	0.2319886639323597	0.3349997688021469	210.0	25.0	0.3073954802068751	0.22327707120375576	0.4160100809642884	0.45100347611525593	0.6342784692875784	0.41538021911293377	0.7949809190836988	0.6873588122960268	0.5093620575926943	578.0	1245	415.0	0.6433734939759036	0.2433734939759036	0.5060240963855421	0.0008291156023204122	0.0005172992535146492	0.0006501329455417311	0.834335518781848	0.6912293842584556	0.5045944132691301	0.379060757487888	0.23083623442242476	0.2542204051143302	0.5004306754557075	0.6325733168308865
PA2491	gi|15597687| MexS	172.0	16.0	0.36127991067637255	0.40626333116086927	0.41228103089354334	0.36181150378606264	0.4158101186730273	0.41005260768057483	0.6995408171984905	0.7798364428595113	0.5069688367642128	77.0	3.0	0.11757225950426604	0.12139569112920023	0.1261387754970437	0.13538548189936797	0.10587229767779978	0.11505977805777477	0.11722763105839631	0.10589591082865144	0.11765408786401454	192.0	17.0	0.4881463523678602	0.47865618752935263	0.5948760646245106	0.5533210173546196	0.610364781574766	0.5678021667247365	0.6048520112578469	0.6392740494964031	0.5700729018996412	441.0	1020	340.0	0.5058823529411764	0.22647058823529412	0.5647058823529412	0.0006519307302669203	0.00048137150978627306	0.0007255265140163184	0.3932747575769284	0.3958914100465549	0.5323165065207559	0.12763998284187064	0.11271990226465696	0.35756615024195476	0.5861872878512987	0.6039760758263288
PA2483	gi|15597679| conserved hypothetical protein	34.0	6.0	0.07620271009682046	0.08014176168201369	0.081453960890049	0.07850818210398613	0.08143855739047783	0.08888584667672346	0.10148635242123207	0.10270994472185238	0.100272231283724	10.0	1.0	0.025423307103810324	0.023682213049293983	0.02132981207607082	0.021524354178690124	0.027100617238813775	0.029305321243172002	0.039541172460461294	0.03403885621190563	0.024902139073258212	74.0	7.0	0.22430469791583593	0.3295399176136739	0.30428304631314834	0.3047384164043967	0.2790003051664074	0.19099869216851859	0.2000190226748632	0.19228604290147572	0.22984849399795126	118.0	1002	334.0	0.10179640718562874	0.029940119760479042	0.2215568862275449	0.0001311850585204985	6.363881846462899e-05	0.0002846533042142367	0.07926614422296105	0.08294419539039581	0.07653986808229826	0.02217879310135164	0.03198237031414902	0.19596115724713847	0.29600725596131744	0.19443458591495247
PA2482	gi|15597678| probable cytochrome c	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	3.0	0.034287718528978	0.024863516873043365	0.031173859535545453	0.0302013578644049	0.033616215635127615	0.04486012228918255	0.04661819539230989	0.03942917123574729	0.034731680580114076	8.0	654	218.0	0.0	0.0	0.03669724770642202	0.0	0.0	4.714812973347635e-05	0.0	0.0	0.0	0.0	0.0	0.019717078467340457	0.031663811011692654	0.04363582963907991
PA2481	gi|15597677| hypothetical protein	13.0	5.0	0.03618683766563572	0.03414992285740758	0.02395970096529134	0.06883065400857805	0.06211425396047175	0.05701070656528513	0.04169316798316039	0.04521042090022263	0.04381041300365567	13.0	2.0	0.04651519517718866	0.05268660558605455	0.04871109539279645	0.04692640417037421	0.04497609391700911	0.0443637825741428	0.02624554648290646	0.03994000814723919	0.04273365679948264	15.0	3.0	0.05019146489463101	0.02995177207854738	0.038512946622273274	0.03928496913415711	0.0472507938537984	0.06982160430212966	0.07047420832728274	0.06264600364368093	0.05015253384735412	41.0	876	292.0	0.04452054794520548	0.04452054794520548	0.05136986301369863	5.7373642636583855e-05	9.46300512922668e-05	6.599930831698101e-05	0.031432153829444885	0.06265187151144497	0.04447292802019056	0.04944136838307508	0.038528474324686125	0.040027748373472526	0.041682903203409595	0.06764727209103111
PA2479	gi|15597675| probable two-component response regulator	2.0	1.0	0.006954220982711026	0.008304796757182948	0.007467581142685875	0.008531056998126842	0.007388627720304263	0.009067522661476849	0.006971688695511365	0.009270966129376302	0.008668295692928745	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	681	227.0	0.00881057268722467	0.0	0.0	1.1354187495684506e-05	0.0	0.0	0.00757553296085995	0.008329069126635986	0.0054142182749625555	0.0	0.0	0.0	0.0	0.0
PA2476	gi|15597672| thiol:disulfide interchange protein DsbG	7.0	3.0	0.026573190205049068	0.027395301679160038	0.029128012396733915	0.03139019798298611	0.02799758148526053	0.03073959622889953	0.02632495114590059	0.028314334055377314	0.02687831102022562	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	3.0	0.02849105965527892	0.02471738311232807	0.02878309682422148	0.028833367384628265	0.028651529928243918	0.02657769966394964	0.027339916475255886	0.027571389990757873	0.02931627783343911	15.0	771	257.0	0.027237354085603113	0.0	0.0311284046692607	3.510078585728148e-05	0.0	3.9993355182481884e-05	0.02769883476031434	0.03004245856571539	0.018213095067092636	0.0	0.0	0.01773614758920233	0.02875599804569789	0.027163002043321133
PA2464	gi|15597660| hypothetical protein	8.0	4.0	0.05071588662000781	0.056422975262703685	0.06225105410162792	0.0538008015224561	0.05933294336631215	0.052492326105956236	0.052191813829730815	0.05322382446818266	0.04991103163741409	1.0	1.0	0.009042448814364796	0.012624920758099541	0.009196827244615435	0.008557169151213245	0.006314549704958178	0.0050525392732648005	0.002781600315359923	0.004187378409674144	0.008939657260565817	6.0	3.0	0.022313643850039262	0.01639813302236398	0.0200416748899957	0.0216246167485378	0.03203921980192378	0.03826385527464156	0.03258112092125993	0.03907364430995056	0.03802932029035417	15.0	525	175.0	0.045714285714285714	0.005714285714285714	0.03428571428571429	5.89120128347516e-05	1.2145923066963475e-05	4.404982406527648e-05	0.05646330532811314	0.05520869033157483	0.03815269570409276	0.010126305717976075	0.004716229764527634	0.014299718427359128	0.02456850381348576	0.03663954016861735
PA2463	gi|15597659| hypothetical protein	4.0	1.0	0.007318998089803606	0.009666993963835024	0.007731689138570391	0.008112331865958848	0.009421329006042268	0.008887306627010903	0.00932587055591324	0.008634052568590747	0.008176278499677603	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	1698	566.0	0.007067137809187279	0.0	0.0	9.107422478870609e-06	0.0	0.0	0.008239227064069673	0.00880698916633734	0.005986641041501328	0.0	0.0	0.0	0.0	0.0
PA2462	gi|15597658| hypothetical protein	48.0	24.0	0.00963457736119579	0.010821550949552367	0.009800669464255942	0.010225939842109408	0.012202994284692313	0.011248662712444584	0.00735245780884226	0.007987093517745635	0.008335553112469368	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	9.0	0.001074708978915332	0.0007480067093080294	0.000969051814252464	0.001043261289712047	0.0011977338113971475	0.002228947253070883	0.002086697192545639	0.002069863720324713	0.0017819489480975306	58.0	16884	5628.0	0.008528784648187633	0.0	0.0017768301350390902	1.0991047170662613e-05	0.0	2.2828474329019733e-06	0.0100855992583347	0.0112258656130821	0.005113183775529298	0.0	0.0	0.0006075718960744538	0.001070015638453886	0.0021285027219804117
PA2459	gi|15597655| hypothetical protein	1.0	1.0	0.004097646704707386	0.005312980348518269	0.004663263514226526	0.004270950301745897	0.00631650792465481	0.00533865363610512	0.003968950592825517	0.004044800202464058	0.0045168963510575765	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	1.0	0.013664020094112604	0.011595464233973467	0.012974239022645549	0.01190430901368934	0.013292340222162476	0.015250321728426806	0.015062402684885644	0.015129125750336845	0.013532712829384059	4.0	606	202.0	0.0049504950495049506	0.0	0.01485148514851485	6.379704360198967e-06	0.0	1.908098814708758e-05	0.004691296855817394	0.005308703954168609	0.0026712502650965246	0.0	0.0	0.008419828109362024	0.012723629419499121	0.015147283387883098
PA2455	gi|15597651| hypothetical protein	1.0	1.0	0.004137974244950126	0.00527516185098153	0.0044206505893423865	0.004985694374583004	0.004950212059638177	0.0049507486985623786	0.0044970051035530395	0.004517401433042304	0.0050267471355102894	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	528	176.0	0.005681818181818182	0.0	0.0	7.322160686137451e-06	0.0	0.0	0.004611262228424681	0.00496221837759452	0.0030048021788651146	0.0	0.0	0.0	0.0	0.0
