Protein	S1	S2	S3	S4	S5	S6	S7	S8	S9	S10	S11	S12	S13	S14	S15	S16	S17	S18	S19	S20	S21	S22	S23	S24	P2	P4	P6	total_PSM	Avg_TT4	sd_TT4	Avg_TS4	sd_TS4	Avg_AT4	sd_AT4	Avg_AS1	sd_AS1	Avg_SASA1	sd_SASA1	Avg_ASA1	sd_ASA1	Avg_SAS1	sd_SAS1	Avg_SS1	sd_SS1	Avg_Pooled	sd_Pooled
PA5015	-0.291794832128561	-0.183021454946905	-0.301786856181658	-0.186208917629478	0.020404396460141	-0.109731296427322	-0.118308897343699	-0.283377126500878	0.170226357041583	0.229157137173822	0.28164004527339	0.330400739887752	0.199861590685146	0.179455767192103	0.165448309823936	0.083857440968987	-0.035141175087757	0.058849880721684	-0.070142020801828	-0.056130553222456	0.036426877042442	0.171649957993146	0.266763271543602	0.212872915389116	-0.001602408955097	0.125149230839212	0.00072043759996	3230	-0.776603143257124	0.068569236373299	-0.275535817596659	0.104461465516505	-0.231459666802993	0.229585217868414	0.841197922334964	0.050633203981115	0.544765667701186	0.017305492355429	0.107566146602913	0.062743349269221	-0.089845696981842	0.057908158764132	0.651286144925864	0.04769703889739	0.124267259484075	0.072518846278791
PA1587	-0.110121098388671	-0.065650545743876	-0.156870747454326	-0.12890508793344	-0.064868691460516	0.009865099168106	-0.052028235457146	-0.007424362742685	-0.118087094477308	-0.019272282046286	0.055566229852229	0.129084308359767	-0.181880442147903	-0.224499242909827	-0.372674536610236	-0.29745863936136	-0.14572074038137	-0.204084160922316	-0.145206621241343	-0.155274285047316	-0.043092894564345	0.161336262937047	0.263206170830534	0.258191102983183	0.025972325256505	-0.126273458625377	0.000795608104225	3124	-0.332642391586874	0.05266600801306	-0.183908680225849	0.069453778830671	-0.177539692677138	0.055676922974039	0.165378256165709	0.074179274562299	-0.779054221667966	0.100145449491634	-0.647263540665046	0.076539175228402	-0.343573800853005	0.062066141334692	0.682733536750765	0.057421669951485	-0.099505525264647	0.081607999522011
PA1092	-0.219482505944967	0.001779702758941	-0.278605755621483	-0.283929018748394	-0.155055423358826	-0.131968785606411	0.253238232825497	0.204774924368191	-0.376909377501401	-0.069761363431426	-0.023248339321953	0.112687582271349	-0.620524915925758	-0.74627141298351	-1.94281884880317	-1.02536069539214	-0.416473656052608	-0.9841364901689	-0.73441770075046	-0.774218366330878	-0.451426465432459	0.162837581437748	0.424696180945711	0.418830081073147	0.015682359407089	-0.395312392414627	-0.060653215133412	3047	-0.496308558807508	0.161880619872794	-0.570953227713631	0.081887431766533	0.081103779692288	0.350663972607405	0.019677879517971	0.09480651698704	-3.30961517771243	0.729840072962712	-2.42597084161365	0.340265571529282	-1.9600625325138	0.17600319293177	1.00636384345661	0.149519506605641	-0.44028324814095	0.218609458053992
PA4273	0.093360336679653	0.016783959016571	0.045065133855913	0.098802844888843	0.0548219319667	-0.006559976409484	-0.054984328541654	-0.082654670774094	0.105632353259263	0.058049342433025	-0.016970887599248	-0.021023660133382	0.210446125542218	0.155260867151189	-0.119975378125439	0.087990499080247	0.066095238091569	-0.08020872681669	0.084463727466854	0.042078884292846	0.010834157457246	0.126849864940225	0.006949269987548	-0.049851750705724	-0.011550625095847	0.073976229744554	0.02318891902965	2936	0.155209429552138	0.016328143906493	0.147064800446059	0.052920354447841	-0.032006646056485	0.101665603599362	0.020054794700395	0.04452901603482	0.245731614567968	0.177002247416832	0.073877010355125	0.091446917383774	0.137376769216945	0.036954975906988	0.083947384222049	0.090208988459846	0.085614523678357	0.043013621397937
PA4267	0.055825946648237	0.016258441315461	0.01612415669061	0.072205544980226	0.067262399455904	0.016596223346775	-0.04705900918949	-0.077422326574457	0.079043936666516	0.00666562852237	-0.023326354476444	-0.090595957979449	0.197440681757348	0.126954633549068	-0.124096870609914	0.023738818343684	0.08559718411552	-0.075469021774598	0.079958108619487	0.040309573375136	0.003424500936903	0.110156216963282	-0.030224742249139	-0.074356948308638	0.011398937459369	0.050615009595883	0.00240433395578	2870	0.088208544654307	7.75292643056802E-05	0.156064167782904	0.030778490166913	-0.045437399097431	0.082971456466241	-0.107256683933523	0.049807186242723	0.200298444696502	0.169007661717271	0.033866980684606	0.081251641662117	0.123692182931527	0.038275118159425	0.005574526405505	0.096349687319801	0.064418281011031	0.025635497692582
PA3014	-0.428646246686758	-0.123147922759807	-0.322497909489194	-0.375974015952855	-0.146883524429719	0.11514656907499	-0.073600903690211	-0.219313734774171	0.012516560718339	-0.021856565651758	0.197214030789348	0.267769343520698	-0.058334729213331	-0.101489054977752	0.158836580178903	0.040395061477066	-0.207866496884558	-0.14229417660232	0.050621093355034	-0.026075843645461	-0.086488840582167	0.287215458658317	0.138180052799605	0.338030929804504	0.03165320669456	-0.031291709577506	0.005737451562153	2789	-0.874292078935758	0.11509476850116	-0.407710971307585	0.245744329282316	-0.280398077746042	0.11718484879796	0.443126808658289	0.151026016325914	-0.00098720401218	0.139520076079296	-0.309765612009812	0.128652560706064	-0.061943590872594	0.068715942265237	0.763426441262427	0.103870221387803	0.006098948679206	0.031635548631476
PA1589	-0.237719846244306	-0.134962844764375	-0.290313395393565	-0.15211517423943	-0.01067988069387	-0.110698109327983	-0.161498769490892	-0.098800486963495	-0.014186797538528	0.013321869478531	0.043990277617577	0.05038362898739	-0.101311308870623	-0.050369883756743	-0.132585436363516	-0.150523303734939	-0.055538500054202	-0.151926388893629	-0.026355894848749	-0.045821356685747	0.001430321621198	0.19094260883682	0.206089420972996	0.117973037953322	-0.046114162522639	-0.027235648003325	-0.033757572893333	2540	-0.662996086402246	0.089691682224519	-0.273493164261282	0.072712861752356	-0.274486053992916	0.07392718055682	0.107695776083498	0.019811613670662	-0.284266628990882	0.041497985761383	-0.357988192682771	0.05524899198651	-0.070746929913298	0.023747628418663	0.515005067763139	0.047114189563373	-0.107107383419297	0.009588353369183
PA4251	0.11291142340118	0.070262134175462	0.112067112849471	0.154056526383836	0.104251538601544	0.068417983782967	-0.029300285136289	-0.081055879599354	0.099796511723406	0.166923087093944	0.048616164019953	0.091348194929553	0.177303144765682	0.081573788319727	-0.188247844433067	-0.242188988806486	0.036816201550563	-0.090410285121468	0.078912505230421	0.043767249479173	-0.002988251186922	0.097029320298678	0.008798684597751	-0.019824472397583	0.059597160632373	0.10921595531903	0.009648996449024	2456	0.295240670426113	0.024136115690905	0.326726048768348	0.043008798397791	-0.010559653012237	0.093141659104846	0.30688744604345	0.059908428509064	0.070629088652342	0.189558851411694	-0.295783072377391	0.139682526973005	0.119691503522671	0.041087304904903	0.086003532498846	0.060908044159577	0.178462112400427	0.049783570231662
PA4067	-0.362550474087264	-0.358530716194635	-0.78736317989818	-0.531509431509919	-0.152779466605049	-0.143818192827505	0.139701252095121	0.03915785404104	0.054284044721974	0.299275768624849	0.312984948782117	0.468449340781745	0.209443849166459	0.164032418703302	-0.447190084587851	-0.113068566327726	-0.207912899558518	-0.394260570643583	-0.756352651072912	-0.733848165770666	-0.57605282132666	0.050142958261315	0.293958629798536	0.373815837903027	-0.009949011472449	0.132938379886649	-0.050930525167939	2374	-1.50844437018008	0.247586538356492	-0.828107090942473	0.221292109851686	0.233143150858135	0.054212353838408	1.08071005818871	0.093965256271244	-0.073713816718091	0.366702256493347	-0.715242036529827	0.143055843033405	-2.06625363817024	0.098246162939025	0.717917425962878	0.168615632128691	0.072058843246261	0.096526391313598
PA1800	-0.093969848925176	0.035056971808119	-0.020029860324502	0.011544833632981	0.050138884122408	-0.024358944131625	-0.025924445614161	-0.032680196632228	0.077678628792085	0.16380414981874	0.1204677872956	0.113667815940565	0.04122325788686	0.012476951942883	-0.300687727340288	-0.010360041563222	-0.058596322921222	-0.389705739866553	-0.023990818352394	-0.043188223291773	0.004595442716493	0.187893426076711	0.157242460513438	0.083887865816055	0.015264687788635	0.076516518546839	-0.024964781951867	2332	-0.07894273744156	0.031804397360572	0.037324773623764	0.037257009196298	0.019073986545696	0.061857777127966	0.397939753054906	0.027196604879746	-0.246987517510545	0.189649496121553	-0.458662104350997	0.206503972379213	-0.062583598927674	0.024045073700222	0.429023752406204	0.053443950107116	0.066816424383607	0.051102268960948
PA4260	0.025996725564149	0.059076496622426	-0.018162833031627	0.062680635326023	0.124556216587353	-0.013791263812231	-0.09598400761561	-0.150275068551808	0.169231911585712	0.050075468251143	0.044167200287778	0.009262431284438	0.239710026645564	0.145698270188791	-0.12501045615259	-0.075882835616213	0.031945537598933	-0.162408203741525	0.020379890306958	-0.047441152765266	-0.075479437202651	0.168683836275512	0.032906041764394	-0.096082811109104	-0.017512747547588	0.109980360631335	-0.033736730945573	2319	0.066910389154948	0.044594147767794	0.173445588101145	0.069301953131631	-0.077027164581706	0.170963794145611	0.103505099823358	0.022056573154614	0.260397840681765	0.189359646986882	-0.206345501758805	0.097371260452353	-0.102540699660959	0.04928632323507	0.105507066930802	0.132397829296917	0.058730882138174	0.078710770844641
PA1156	0.191455751711062	0.209403755542224	0.291292914728167	0.321405855126119	0.342187231511713	0.230468071225214	-0.221828369464924	-0.310506641632736	0.455623562499013	0.462815738953995	0.423538291711025	0.359134678328864	0.385454157417889	0.400576536407211	0.187754443289608	0.383538215429193	-0.130503056197314	-0.323127027345416	-0.082643208074918	-0.035222769342079	0.128466578484129	-0.049370573034296	0.144530938892073	0.047522280392432	0.034107383604557	0.460743431319718	-0.012940148351368	2298	0.692152421981452	0.047278728099716	0.894061157863047	0.059417613719065	-0.076711448598648	0.419078442490046	1.24548870899388	0.052345495844048	0.973785137114708	0.118748408151898	-0.070091868113537	0.365312238261545	0.010600601067131	0.11076269120842	0.14268264625021	0.09695076172677	0.481910666572907	0.2609622964859
PA3529	-0.654118613663312	-0.505390317706586	-0.510324558165552	-0.636373919344142	-0.295097831571967	-0.425613168783109	-0.181525989880012	-0.179265438720393	0.081496553644947	0.074016278526708	0.244353642292523	0.225678181787683	0.090920726298994	0.307818986048867	0.648066733378932	0.396668443264212	0.07597198745118	0.593339734928796	0.250365303978729	0.221024442332975	0.075633905821351	-0.023251902246798	0.077510328846992	0.12994410459316	0.01531937162704	0.115642865288601	0.079684913935268	2298	-1.66983348953545	0.00284878505723	-1.35708491969922	0.172203230374979	-0.279294874955458	0.151207795850735	0.544048102606913	0.093421021207307	1.04680644572679	0.280839532429353	1.06598016564419	0.261149765417636	0.547023652133055	0.093568473831811	0.184202531193355	0.077858145116301	0.210647150850909	0.050827651074689
PA4274	0.109004709350315	0.032958350554545	0.069683279778882	0.104822687549081	0.074165371432676	0.02117678554609	-0.072756907561842	-0.072609303479111	0.091750448281301	0.04320345457902	-0.022439034159914	-0.062243724846174	0.219700993044367	0.12864872340505	-0.126431559492681	0.023883835909831	0.06593561746221	-0.080443139352282	0.061172601299396	0.009316862417177	-0.01008498411877	0.12139345684605	-0.008524011154578	-0.086870031384013	-0.018534286264323	0.079003759565082	-0.016198780026264	2240	0.211646339683742	0.021203147773641	0.200164844527846	0.042316856742941	-0.053615762759652	0.094935785237717	-0.041479304427068	0.053248563951214	0.221918156956736	0.179426963068296	0.009376314019758	0.075364901806286	0.060404479597802	0.036839952912684	0.02599941430746	0.105190563508361	0.044270693274495	0.055651667417741
